IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_JTOWN,THICK_JTOWN,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY,TOP_DEKOVEN,THICK_DEKOVEN,TOP_LWRDEK,THICK_LWRDEK,TOP_DAVIS,THICK_DAVIS
10106781000C,LAWRENCE,-87.518862,38.724619,414,Coal Test,Drillers Log,59,5.5,,,,,,,,,,
10106834000C,LAWRENCE,-87.873719,38.723624,459,Oil and Gas Test,Electric Log,-314,,-563,,,,,,,,,
10106978000C,LAWRENCE,-87.540768,38.846997,420,Coal Test,Drillers Log,94.6,3.25,,,,,,,,,,
10106979000C,LAWRENCE,-87.548212,38.852507,470,Coal Test,Drillers Log,95.3,3.16,,,,,,,,,,
10106982000C,LAWRENCE,-87.552098,38.84563,477,Coal Test,Drillers Log,92.5,3.08,-184.4,2.25,-185.4,2.84,,,,,,
10107012000C,LAWRENCE,-87.580202,38.847959,460,Coal Test,Drillers Log,99.6,3.58,,,,,,,,,,
10107027000C,LAWRENCE,-87.585253,38.809226,430,Coal Test,Drillers Log,47.7,3.5,,,,,,,,,,
10107028000C,LAWRENCE,-87.602223,38.825148,462,Coal Test,Drillers Log,51.7,3.58,,,,,,,,,,
10107029000C,LAWRENCE,-87.557912,38.822825,418,Coal Test,Survey Core Study,66.3,3.67,,,,,,,,,,
10107062000C,LAWRENCE,-87.566859,38.830264,428,Coal Test,Drillers Log,101.4,3.25,,,,,,,,,,
10107063000C,LAWRENCE,-87.562565,38.837413,425,Coal Test,Drillers Log,102.3,3.33,,,,,,,,,,
10107065000C,LAWRENCE,-87.58057,38.818226,445,Coal Test,Drillers Log,72.3,3.25,,,,,,,,,,
10107066000C,LAWRENCE,-87.585351,38.829449,460,Coal Test,Drillers Log,94.5,3.58,,,,,,,,,,
10107112000C,LAWRENCE,-87.574943,38.837183,470,Coal Test,Drillers Log,94.8,3.66,,,,,,,,,,
10107114000C,LAWRENCE,-87.584976,38.796583,416,Coal Test,Drillers Log,109,3.42,,,,,,,,,,
10107118000C,LAWRENCE,-87.593974,38.814605,445,Coal Test,Drillers Log,66.6,3.58,,,,,,,,,,
10107119000C,LAWRENCE,-87.61533,38.83806,482,Coal Test,Drillers Log,-4.3,3.42,,,,,,,,,,
10107120000C,LAWRENCE,-87.623661,38.821385,525,Coal Test,Drillers Log,-1.2,3.41,,,,,,,,,,
10107443000C,LAWRENCE,-87.715273,38.646054,512,Oil and Gas Test,Electric Log,52,,-215,,,,,,,,,
10127570000C,LAWRENCE,-87.855873,38.600926,470,Oil and Gas Test,Nuclear Log,,,,,-581,1.5,,,,,,
10127586000C,LAWRENCE,-87.714312,38.634787,480,Oil and Gas Test,Nuclear Log,39,5,-243,,-258,6,,,,,,
10127608000C,LAWRENCE,-87.785391,38.754824,458,Oil and Gas Test,Nuclear Log,93,3,-146,,,,,,,,,
10127658000C,LAWRENCE,-87.853393,38.607615,457,Oil and Gas Test,Electric Log,,,-529,,-582,,,,,,,
10127705000C,LAWRENCE,-87.78319,38.738349,547,Oil and Gas Test,Nuclear Log,66,3,-190,,-205,4.5,,,,,,
10127712000C,LAWRENCE,-87.760249,38.7424,476,Oil and Gas Test,Nuclear Log,29,3.5,-224,,-257,3,,,,,,
10127742000C,LAWRENCE,-87.775986,38.751529,483,Oil and Gas Test,Nuclear Log,102,3.5,-131,,-137,,,,,,,
10127762000C,LAWRENCE,-87.785297,38.773243,442,Oil and Gas Test,Nuclear Log,78,2,-176,,-185,3,,,,,,
10127766000C,LAWRENCE,-87.758751,38.746986,514,Oil and Gas Test,Nuclear Log,11,3.5,-242,,,,,,,,,
10127781000C,LAWRENCE,-87.780826,38.762234,453,Oil and Gas Test,Nuclear Log,,,-117,,,,,,,,,
10127793000C,LAWRENCE,-87.780855,38.754732,464,Oil and Gas Test,Nuclear Log,105,3.5,-118,,,,,,,,,
10127794000C,LAWRENCE,-87.781171,38.74737,516,Oil and Gas Test,Nuclear Log,87,3.5,-157,,,,,,,,,
10127821000C,LAWRENCE,-87.77144,38.740212,510,Oil and Gas Test,Nuclear Log,75,3.5,-166,,-183,2.5,,,,,,
10127828000C,LAWRENCE,-87.809507,38.825787,439,Oil and Gas Test,Nuclear Log,-1,4,-277,,-296,,,,,,,
10127860000C,LAWRENCE,-87.719435,38.640129,486,Oil and Gas Test,Nuclear Log,46,5,-232,,-250,4,,,,,,
10127896000C,LAWRENCE,-87.776276,38.758453,453,Oil and Gas Test,Nuclear Log,115,3,-115,,,,,,,,,
10127903000C,LAWRENCE,-87.789529,38.761962,439,Oil and Gas Test,Nuclear Log,85,3,-157,,,,,,,,,
10127908000C,LAWRENCE,-87.785362,38.766128,438,Oil and Gas Test,Nuclear Log,,,-161,,,,,,,,,
10127925000C,LAWRENCE,-87.762624,38.720086,519,Oil and Gas Test,Nuclear Log,65,,-189,,-205,4,,,,,,
10127928000C,LAWRENCE,-87.807062,38.829432,445,Oil and Gas Test,Nuclear Log,8,4,-269,,-280,,,,,,,
10128044000C,LAWRENCE,-87.752461,38.688852,469,Oil and Gas Test,Nuclear Log,-36,4,-284,,,,,,,,,
10128059000C,LAWRENCE,-87.752391,38.696158,477,Oil and Gas Test,Nuclear Log,-36,4,-289,,,,,,,,,
10128099000C,LAWRENCE,-87.790034,38.757969,465,Oil and Gas Test,Nuclear Log,89,3,-166,,,,,,,,,
10128107000C,LAWRENCE,-87.652753,38.804438,446,Oil and Gas Test,Electric Log,18,3,-233,,-266,3.5,,,,,,
10128110000C,LAWRENCE,-87.776092,38.747441,534,Oil and Gas Test,Nuclear Log,79,3.5,-163,,-191,2,,,,,,
10128167000C,LAWRENCE,-87.762529,38.733093,465,Oil and Gas Test,Nuclear Log,60,3.5,-200,,-215,4,,,,,,
10128181000C,LAWRENCE,-87.902974,38.734789,534,Oil and Gas Test,Electric Log,-427,4.5,-716,,-746,,,,,,,
10128194000C,LAWRENCE,-87.76174,38.696097,480,Oil and Gas Test,Nuclear Log,3,3.5,-241,,-280,3,,,,,,
10128205000C,LAWRENCE,-87.768854,38.697407,466,Oil and Gas Test,Nuclear Log,8,3.5,-248,,-266,2.5,,,,,,
10128217000C,LAWRENCE,-87.759232,38.694502,500,Oil and Gas Test,Nuclear Log,-12,4,-260,,,,,,,,,
10128220000C,LAWRENCE,-87.77338,38.690508,506,Oil and Gas Test,Nuclear Log,-7,3.5,-254,,,,,,,,,
10128221000C,LAWRENCE,-87.768723,38.694221,482,Oil and Gas Test,Nuclear Log,9,3.5,-238,,-278,3,,,,,,
10128462000C,LAWRENCE,-87.759171,38.778987,432,Coal Test,Multiple log types,-58.5,4.5,-321.5,1.5,-331.5,1.5,,,,,,
10128464000C,LAWRENCE,-87.721929,38.835751,466,Coal Test,Multiple log types,-35,4,-326,1,-349,8.5,,,,,,
10129741000C,LAWRENCE,-87.562729,38.681424,418,Dry Hole,Nuclear Log,,,,,-282,8,,,,,,
10130647000C,LAWRENCE,-87.57364,38.696246,414,Producer-Oil and Gas,Nuclear Log,4,4.5,,,,,,,,,,
10130648000C,LAWRENCE,-87.573763,38.688588,413,Producer-Oil and Gas,Nuclear Log,28,5,,,,,,,,,,
10130817000C,LAWRENCE,-87.881301,38.728411,470,Coal Test,Drillers Log,-336,4.33,,,,,,,,,,
10130818000C,LAWRENCE,-87.825578,38.694695,508,Coal Test,Drillers Log,-123,3.9,,,,,,,,,,
10130822000C,LAWRENCE,-87.85292,38.69679,472,Coal Test,Drillers Log,-288,4.4,,,,,,,,,,
10130889000C,LAWRENCE,-87.680715,38.681861,490,Oil and Gas Test,Electric Log,3,,-270,,-289,,,,,,,
15900004000C,RICHLAND,-87.942653,38.801504,483,Oil and Gas Test,Electric Log,,,-796,,,,,,,,,
15900005000C,RICHLAND,-88.253925,38.651681,451,Oil and Gas Test,Electric Log,,,-769,,,,,,,,,
15900010000C,RICHLAND,-88.235396,38.640516,445,Oil and Gas Test,Electric Log,,,-809,,,,,,,,,
15900012000C,RICHLAND,-88.163458,38.6256,413,Oil and Gas Test,Electric Log,,,-838,,,,,,,,,
15900013000C,RICHLAND,-88.076731,38.619798,482,Oil and Gas Test,Electric Log,,,-860,,,,,,,,,
15900014000C,RICHLAND,-88.081239,38.58606,458,Oil and Gas Test,Electric Log,,,-840,,,,,,,,,
15900017000C,RICHLAND,-88.037285,38.575888,512,Oil and Gas Test,Electric Log,,,-802,,,,,,,,,
15900019000C,RICHLAND,-87.988352,38.623502,494,Oil and Gas Test,Electric Log,,,-782,,,,,,,,,
15900024000C,RICHLAND,-87.98128,38.61247,473,Oil and Gas Test,Electric Log,,,-792,,,,,,,,,
15900034000C,RICHLAND,-87.974518,38.582952,448,Oil and Gas Test,Electric Log,,,-769,,,,,,,,,
15900035000C,RICHLAND,-88.001456,38.573105,492,Oil and Gas Test,Electric Log,,,-755,,,,,,,,,
15900037000C,RICHLAND,-87.992276,38.578453,471,Oil and Gas Test,Electric Log,,,-789,,,,,,,,,
15900054000C,RICHLAND,-88.193102,38.695224,462,Oil and Gas Test,Electric Log,,,-794,,,,,,,,,
15900055000C,RICHLAND,-88.269276,38.687589,445,Oil and Gas Test,Electric Log,,,-849,,,,,,,,,
15900059000C,RICHLAND,-88.05619,38.718239,503,Oil and Gas Test,Electric Log,,,-840,,,,,,,,,
15900063000C,RICHLAND,-88.064094,38.70713,477,Oil and Gas Test,Electric Log,,,-870,,,,,,,,,
15900064000C,RICHLAND,-88.120708,38.677752,419,Oil and Gas Test,Electric Log,,,-853,,,,,,,,,
15900065000C,RICHLAND,-87.953617,38.726675,536,Oil and Gas Test,Electric Log,,,-818,,,,,,,,,
15900066000C,RICHLAND,-87.925515,38.704445,556,Oil and Gas Test,Electric Log,,,-774,,,,,,,,,
15900068000C,RICHLAND,-87.939909,38.660099,508,Oil and Gas Test,Electric Log,,,-831,,,,,,,,,
15900072000C,RICHLAND,-88.08803,38.740419,465,Oil and Gas Test,Electric Log,,,-855,,,,,,,,,
15900080000C,RICHLAND,-88.15016,38.686564,418,Oil and Gas Test,Electric Log,,,-820,,,,,,,,,
15900091000C,RICHLAND,-88.051333,38.806909,513,Oil and Gas Test,Electric Log,,,-877,,,,,,,,,
15900094000C,RICHLAND,-88.062919,38.831496,498,Oil and Gas Test,Electric Log,,,-846,,-872,3,,,,,,
15900095000C,RICHLAND,-88.053452,38.831647,503,Oil and Gas Test,Electric Log,,,-831,,-834,5,,,,,,
15900099000C,RICHLAND,-88.025769,38.813675,507,Oil and Gas Test,Electric Log,,,-823,,-860,,,,,,,
15900103000C,RICHLAND,-88.217488,38.840741,497,Oil and Gas Test,Electric Log,,,-913,,-923,3,,,,,,
15900107000C,RICHLAND,-88.058157,38.84646,485,Oil and Gas Test,Electric Log,,,-846,,-856,6,,,,,,
15900115000C,RICHLAND,-88.209873,38.719231,496,Oil and Gas Test,Electric Log,,,-780,,,,,,,,,
15900118000C,RICHLAND,-88.22783,38.727674,508,Oil and Gas Test,Electric Log,,,-784,,,,,,,,,
15900137000C,RICHLAND,-88.01556,38.81749,500,Oil and Gas Test,Electric Log,,,-856,,,,,,,,,
15900138000C,RICHLAND,-87.947378,38.801509,487,Oil and Gas Test,Electric Log,,,-806,,,,,,,,,
15900139000C,RICHLAND,-87.966312,38.786624,567,Oil and Gas Test,Electric Log,,,-826,,,,,,,,,
15900140000C,RICHLAND,-87.938175,38.763288,480,Oil and Gas Test,Electric Log,,,-774,,,,,,,,,
15900141000C,RICHLAND,-88.022339,38.751703,490,Oil and Gas Test,Electric Log,,,-835,,,,,,,,,
15900154000C,RICHLAND,-88.226994,38.738789,501,Oil and Gas Test,Electric Log,,,-813,,,,,,,,,
15900167000C,RICHLAND,-88.14181,38.770682,478,Oil and Gas Test,Electric Log,,,-765,,,,,,,,,
15900171000C,RICHLAND,-88.044419,38.775128,501,Oil and Gas Test,Electric Log,,,-812,,,,,,,,,
15900186000C,RICHLAND,-88.165808,38.631864,437,Oil and Gas Test,Electric Log,,,-789,,,,,,,,,
15900187000C,RICHLAND,-88.256463,38.633778,442,Oil and Gas Test,Electric Log,,,-789,,,,,,,,,
15900189000C,RICHLAND,-88.074311,38.599844,477,Oil and Gas Test,Electric Log,,,-833,,,,,,,,,
15900190000C,RICHLAND,-88.249154,38.673574,461,Oil and Gas Test,Electric Log,,,-788,,,,,,,,,
15900195000C,RICHLAND,-88.137087,38.637452,416,Oil and Gas Test,Electric Log,,,-814,,,,,,,,,
15900199000C,RICHLAND,-88.258893,38.726078,442,Oil and Gas Test,Electric Log,,,-921,,,,,,,,,
15900212000C,RICHLAND,-88.050018,38.840091,501,Oil and Gas Test,Electric Log,,,-852,,-865,7.5,,,,,,
15900213000C,RICHLAND,-88.019839,38.724402,514,Oil and Gas Test,Electric Log,,,-906,,,,,,,,,
15900214000C,RICHLAND,-88.254479,38.658868,452,Oil and Gas Test,Electric Log,,,-762,,,,,,,,,
15900215000C,RICHLAND,-88.259768,38.655418,449,Oil and Gas Test,Electric Log,,,-787,,,,,,,,,
15900218000C,RICHLAND,-88.269584,38.663028,449,Oil and Gas Test,Electric Log,,,-817,,,,,,,,,
15900223000C,RICHLAND,-88.122946,38.595717,434,Oil and Gas Test,Electric Log,,,-836,,,,,,,,,
15900225000C,RICHLAND,-88.132293,38.606565,425,Oil and Gas Test,Electric Log,,,-832,,,,,,,,,
15900228000C,RICHLAND,-88.165658,38.604511,407,Oil and Gas Test,Electric Log,,,-843,,,,,,,,,
15900230000C,RICHLAND,-88.143982,38.621049,404,Oil and Gas Test,Electric Log,,,-832,,,,,,,,,
15900232000C,RICHLAND,-88.132231,38.595672,432,Oil and Gas Test,Electric Log,,,-802,,,,,,,,,
15900233000C,RICHLAND,-88.125272,38.597525,433,Oil and Gas Test,Electric Log,,,-827,,,,,,,,,
15900234000C,RICHLAND,-88.067364,38.574345,457,Oil and Gas Test,Electric Log,,,-828,,,,,,,,,
15900243000C,RICHLAND,-88.253497,38.702341,458,Oil and Gas Test,Electric Log,,,-856,,,,,,,,,
15900246000C,RICHLAND,-88.254687,38.696724,456,Oil and Gas Test,Electric Log,,,-836,,,,,,,,,
15900252000C,RICHLAND,-88.240897,38.680026,464,Oil and Gas Test,Electric Log,,,-756,,,,,,,,,
15900253000C,RICHLAND,-88.236265,38.680006,469,Oil and Gas Test,Electric Log,,,-745,,,,,,,,,
15900255000C,RICHLAND,-88.238669,38.670793,463,Oil and Gas Test,Electric Log,,,-783,,,,,,,,,
15900260000C,RICHLAND,-88.102047,38.654405,440,Oil and Gas Test,Electric Log,,,-810,,,,,,,,,
15900261000C,RICHLAND,-88.18111,38.735501,482,Oil and Gas Test,Electric Log,,,-788,,,,,,,,,
15900264000C,RICHLAND,-88.062886,38.7708,486,Oil and Gas Test,Electric Log,,,-807,,,,,,,,,
15900269000C,RICHLAND,-88.051273,38.772999,495,Oil and Gas Test,Electric Log,,,-769,,,,,,,,,
15900272000C,RICHLAND,-88.053686,38.7674,490,Oil and Gas Test,Electric Log,,,-811,,,,,,,,,
15900275000C,RICHLAND,-88.160082,38.737977,481,Oil and Gas Test,Electric Log,,,-781,,,,,,,,,
15900279000C,RICHLAND,-88.211966,38.790157,480,Oil and Gas Test,Electric Log,,,-892,,,,,,,,,
15900280000C,RICHLAND,-87.938471,38.703516,538,Oil and Gas Test,Electric Log,,,-852,,,,,,,,,
15900283000C,RICHLAND,-88.134741,38.673909,414,Oil and Gas Test,Electric Log,,,-806,,,,,,,,,
15900284000C,RICHLAND,-88.137142,38.719589,439,Oil and Gas Test,Electric Log,,,-834,,,,,,,,,
15900292000C,RICHLAND,-88.281927,38.650029,444,Oil and Gas Test,Electric Log,,,-814,,,,,,,,,
15900299000C,RICHLAND,-88.208295,38.687155,475,Oil and Gas Test,Electric Log,,,-775,,,,,,,,,
15900305000C,RICHLAND,-88.068518,38.57067,463,Oil and Gas Test,Electric Log,,,-843,,,,,,,,,
15900310000C,RICHLAND,-88.196968,38.727292,489,Oil and Gas Test,Electric Log,,,-766,,,,,,,,,
15900324000C,RICHLAND,-88.24684,38.667152,462,Oil and Gas Test,Electric Log,,,-778,,,,,,,,,
15900326000C,RICHLAND,-88.137181,38.619274,418,Oil and Gas Test,Electric Log,,,-837,,,,,,,,,
15900342000C,RICHLAND,-88.065192,38.693523,446,Oil and Gas Test,Electric Log,,,-881,,,,,,,,,
15900343000C,RICHLAND,-88.113789,38.706089,421,Oil and Gas Test,Electric Log,,,-838,,,,,,,,,
15900347000C,RICHLAND,-88.058478,38.759966,476,Oil and Gas Test,Electric Log,,,-840,,,,,,,,,
15900351000C,RICHLAND,-88.119437,38.65048,437,Oil and Gas Test,Electric Log,,,-848,,,,,,,,,
15900352000C,RICHLAND,-88.241811,38.602188,406,Oil and Gas Test,Electric Log,,,-802,,,,,,,,,
15900353000C,RICHLAND,-88.207207,38.610286,442,Oil and Gas Test,Electric Log,,,-832,,,,,,,,,
15900354000C,RICHLAND,-88.172557,38.604588,426,Oil and Gas Test,Electric Log,,,-830,,,,,,,,,
15900356000C,RICHLAND,-88.163523,38.617215,423,Oil and Gas Test,Electric Log,,,-817,,,,,,,,,
15900357000C,RICHLAND,-88.19103,38.61394,445,Oil and Gas Test,Electric Log,,,-826,,,,,,,,,
15900358000C,RICHLAND,-88.239865,38.635018,446,Oil and Gas Test,Electric Log,,,-796,,,,,,,,,
15900359000C,RICHLAND,-88.195912,38.635813,490,Oil and Gas Test,Electric Log,,,-797,,,,,,,,,
15900360000C,RICHLAND,-88.155469,38.635441,407,Oil and Gas Test,Electric Log,,,-787,,,,,,,,,
15900364000C,RICHLAND,-88.127619,38.602965,412,Oil and Gas Test,Electric Log,,,-800,,,,,,,,,
15900368000C,RICHLAND,-88.111565,38.633267,443,Oil and Gas Test,Electric Log,,,-821,,,,,,,,,
15900373000C,RICHLAND,-88.009967,38.60814,540,Oil and Gas Test,Electric Log,,,-816,,,,,,,,,
15900378000C,RICHLAND,-88.004874,38.622811,556,Oil and Gas Test,Electric Log,,,-832,,,,,,,,,
15900380000C,RICHLAND,-87.957692,38.638988,461,Oil and Gas Test,Electric Log,,,-815,,,,,,,,,
15900382000C,RICHLAND,-88.184168,38.617573,448,Oil and Gas Test,Electric Log,,,-817,,,,,,,,,
15900383000C,RICHLAND,-88.21654,38.608513,430,Oil and Gas Test,Electric Log,,,-824,,,,,,,,,
15900384000C,RICHLAND,-88.244304,38.609438,408,Oil and Gas Test,Electric Log,,,-792,,,,,,,,,
15900385000C,RICHLAND,-88.090328,38.612283,460,Oil and Gas Test,Electric Log,,,-850,,,,,,,,,
15900386000C,RICHLAND,-88.031864,38.630097,511,Oil and Gas Test,Electric Log,,,-854,,,,,,,,,
15900387000C,RICHLAND,-88.031943,38.613452,498,Oil and Gas Test,Electric Log,,,-849,,,,,,,,,
15900390000C,RICHLAND,-87.934515,38.600399,492,Oil and Gas Test,Electric Log,,,-725,,,,,,,,,
15900392000C,RICHLAND,-87.964876,38.600438,427,Oil and Gas Test,Electric Log,,,-791,,,,,,,,,
15900393000C,RICHLAND,-88.083606,38.630736,483,Oil and Gas Test,Electric Log,,,-863,,,,,,,,,
15900395000C,RICHLAND,-88.014826,38.643004,492,Oil and Gas Test,Electric Log,,,-834,,,,,,,,,
15900403000C,RICHLAND,-87.983992,38.576483,436,Oil and Gas Test,Electric Log,,,-769,,,,,,,,,
15900406000C,RICHLAND,-88.044505,38.731283,531,Oil and Gas Test,Electric Log,,,-879,,,,,,,,,
15900408000C,RICHLAND,-87.947569,38.768011,482,Oil and Gas Test,Electric Log,,,-782,,,,,,,,,
15900411000C,RICHLAND,-88.163176,38.818339,495,Oil and Gas Test,Electric Log,,,-776,,,,,,,,,
15900412000C,RICHLAND,-88.260917,38.670951,452,Oil and Gas Test,Electric Log,,,-798,,-831,,,,,,,
15900413000C,RICHLAND,-88.196877,38.719961,479,Oil and Gas Test,Electric Log,,,-781,,,,,,,,,
15900416000C,RICHLAND,-88.111485,38.805932,453,Oil and Gas Test,Electric Log,,,-813,,,,,,,,,
15900420000C,RICHLAND,-88.155739,38.781595,494,Oil and Gas Test,Electric Log,,,-758,,-784,4,,,,,,
15900428000C,RICHLAND,-88.070122,38.748919,494,Oil and Gas Test,Electric Log,,,-884,,,,,,,,,
15900429000C,RICHLAND,-88.240796,38.691105,465,Oil and Gas Test,Electric Log,,,-771,,,,,,,,,
15900431000C,RICHLAND,-88.196631,38.655833,474,Oil and Gas Test,Electric Log,,,-791,,,,,,,,,
15900432000C,RICHLAND,-88.170192,38.802127,531,Oil and Gas Test,Electric Log,,,-769,,-794,,,,,,,
15900435000C,RICHLAND,-88.101988,38.674471,450,Oil and Gas Test,Electric Log,,,-845,,,,,,,,,
15900445000C,RICHLAND,-88.179397,38.786563,565,Oil and Gas Test,Electric Log,,,-767,,-778,,,,,,,
15900449000C,RICHLAND,-88.221137,38.742402,507,Oil and Gas Test,Electric Log,,,-801,,,,,,,,,
15900452000C,RICHLAND,-88.126393,38.842867,478,Oil and Gas Test,Electric Log,,,-762,,-785,,,,,,,
15900454000C,RICHLAND,-88.190721,38.842287,480,Oil and Gas Test,Electric Log,,,-886,,-904,3.5,,,,,,
15900455000C,RICHLAND,-88.170107,38.789097,559,Oil and Gas Test,Electric Log,,,-755,,-768,,,,,,,
15900457000C,RICHLAND,-88.041907,38.607724,497,Oil and Gas Test,Electric Log,,,-849,,,,,,,,,
15900458000C,RICHLAND,-88.213069,38.70738,484,Oil and Gas Test,Electric Log,,,-777,,,,,,,,,
15900468000C,RICHLAND,-88.08194,38.822036,471,Oil and Gas Test,Electric Log,,,-842,,-855,,,,,,,
15900472000C,RICHLAND,-88.240733,38.698487,467,Oil and Gas Test,Electric Log,,,-788,,,,,,,,,
15900474000C,RICHLAND,-88.111433,38.802121,460,Oil and Gas Test,Electric Log,,,-811,,,,,,,,,
15900475000C,RICHLAND,-88.178114,38.727129,479,Oil and Gas Test,Electric Log,,,-813,,,,,,,,,
15900476000C,RICHLAND,-88.222357,38.679939,471,Oil and Gas Test,Electric Log,,,-775,,,,,,,,,
15900482000C,RICHLAND,-88.093231,38.789908,473,Oil and Gas Test,Electric Log,,,-803,,,,,,,,,
15900486000C,RICHLAND,-88.022119,38.80675,478,Oil and Gas Test,Electric Log,,,-799,,,,,,,,,
15900487000C,RICHLAND,-88.235154,38.712632,481,Oil and Gas Test,Electric Log,,,-785,,,,,,,,,
15900489000C,RICHLAND,-87.987693,38.727773,530,Oil and Gas Test,Electric Log,,,-888,,,,,,,,,
15900490000C,RICHLAND,-88.25199,38.781052,460,Oil and Gas Test,Electric Log,,,-867,,,,,,,,,
15900497000C,RICHLAND,-88.199966,38.756692,538,Oil and Gas Test,Electric Log,,,-760,,-799,,,,,,,
15900499000C,RICHLAND,-88.137113,38.777988,527,Oil and Gas Test,Electric Log,,,-773,,,,,,,,,
15900503000C,RICHLAND,-88.203665,38.663234,451,Oil and Gas Test,Electric Log,,,-791,,,,,,,,,
15900505000C,RICHLAND,-88.234057,38.659779,437,Oil and Gas Test,Electric Log,,,-778,,,,,,,,,
15900510000C,RICHLAND,-88.074458,38.700598,455,Oil and Gas Test,Electric Log,,,-855,,,,,,,,,
15900511000C,RICHLAND,-87.988069,38.657593,494,Oil and Gas Test,Electric Log,,,-812,,,,,,,,,
15900512000C,RICHLAND,-88.1461,38.571758,399,Oil and Gas Test,Electric Log,,,-831,,,,,,,,,
15900516000C,RICHLAND,-88.202243,38.740301,540,Oil and Gas Test,Electric Log,,,-760,,,,,,,,,
15900519000C,RICHLAND,-88.184952,38.679623,455,Oil and Gas Test,Electric Log,,,-821,,,,,,,,,
15900522000C,RICHLAND,-88.241195,38.727947,484,Oil and Gas Test,Electric Log,,,-821,,,,,,,,,
15900527000C,RICHLAND,-88.282167,38.693465,418,Oil and Gas Test,Electric Log,,,-888,,-928,,,,,,,
15900537000C,RICHLAND,-88.132221,38.648464,418,Oil and Gas Test,Electric Log,,,-827,,,,,,,,,
15900543000C,RICHLAND,-87.990468,38.652074,488,Oil and Gas Test,Electric Log,,,-818,,,,,,,,,
15900548000C,RICHLAND,-88.127945,38.811302,471,Oil and Gas Test,Electric Log,,,-691,,,,,,,,,
15900555000C,RICHLAND,-88.10984,38.824919,461,Oil and Gas Test,Electric Log,,,-814,,-852,4,,,,,,
15900558000C,RICHLAND,-88.081352,38.707696,464,Oil and Gas Test,Electric Log,,,-863,,,,,,,,,
15900563000C,RICHLAND,-87.955057,38.694295,534,Oil and Gas Test,Electric Log,,,-879,,,,,,,,,
15900571000C,RICHLAND,-88.147041,38.842363,493,Oil and Gas Test,Electric Log,,,-779,,-795,,,,,,,
15900574000C,RICHLAND,-87.957861,38.613281,446,Oil and Gas Test,Electric Log,,,-796,,,,,,,,,
15900575000C,RICHLAND,-88.111305,38.643333,440,Oil and Gas Test,Electric Log,,,-809,,,,,,,,,
15900579000C,RICHLAND,-88.214017,38.732188,513,Oil and Gas Test,Electric Log,,,-753,,-786,,,,,,,
15900582000C,RICHLAND,-88.279813,38.686129,434,Oil and Gas Test,Electric Log,,,-871,,-909,,,,,,,
15900584000C,RICHLAND,-88.130266,38.809349,472,Oil and Gas Test,Electric Log,,,-773,,,,,,,,,
15900585000C,RICHLAND,-88.19761,38.754813,524,Oil and Gas Test,Electric Log,,,-767,,,,,,,,,
15900588000C,RICHLAND,-88.211004,38.712264,493,Oil and Gas Test,Electric Log,,,-768,,,,,,,,,
15900591000C,RICHLAND,-88.139492,38.807233,478,Oil and Gas Test,Electric Log,,,-754,,,,,,,,,
15900593000C,RICHLAND,-88.044133,38.635355,520,Oil and Gas Test,Electric Log,,,-841,,,,,,,,,
15900600000C,RICHLAND,-88.006697,38.803093,494,Oil and Gas Test,Electric Log,,,-830,,,,,,,,,
15900601000C,RICHLAND,-88.099661,38.669051,440,Oil and Gas Test,Electric Log,,,-835,,,,,,,,,
15900606000C,RICHLAND,-88.092717,38.667376,438,Oil and Gas Test,Electric Log,,,-845,,,,,,,,,
15900613000C,RICHLAND,-88.104368,38.681709,422,Oil and Gas Test,Electric Log,,,-853,,,,,,,,,
15900616000C,RICHLAND,-88.062757,38.585346,473,Oil and Gas Test,Electric Log,,,-822,,,,,,,,,
15900626000C,RICHLAND,-88.233055,38.799285,473,Oil and Gas Test,Electric Log,,,-892,,-907,,,,,,,
15900639000C,RICHLAND,-88.215281,38.644972,452,Oil and Gas Test,Electric Log,,,-808,,,,,,,,,
15900642000C,RICHLAND,-88.04651,38.609422,455,Oil and Gas Test,Electric Log,,,-860,,,,,,,,,
15900647000C,RICHLAND,-88.164028,38.668405,424,Oil and Gas Test,Electric Log,,,-817,,,,,,,,,
15900649000C,RICHLAND,-88.15709,38.668419,431,Oil and Gas Test,Electric Log,,,-810,,,,,,,,,
15900651000C,RICHLAND,-88.079058,38.700503,464,Oil and Gas Test,Electric Log,,,-858,,,,,,,,,
15900655000C,RICHLAND,-88.184925,38.663117,479,Oil and Gas Test,Electric Log,,,-817,,,,,,,,,
15900658000C,RICHLAND,-88.187256,38.663135,486,Oil and Gas Test,Electric Log,,,-824,,,,,,,,,
15900662000C,RICHLAND,-88.242837,38.815571,474,Oil and Gas Test,Electric Log,,,-879,,-900,,,,,,,
15900671000C,RICHLAND,-88.208313,38.650436,448,Oil and Gas Test,Electric Log,,,-794,,,,,,,,,
15900672000C,RICHLAND,-88.100355,38.737145,448,Oil and Gas Test,Electric Log,,,-828,,,,,,,,,
15900673000C,RICHLAND,-88.161629,38.659258,440,Oil and Gas Test,Electric Log,,,-815,,,,,,,,,
15900676000C,RICHLAND,-88.100857,38.663549,443,Oil and Gas Test,Electric Log,,,-821,,,,,,,,,
